188
iD_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PVEM|PT|MC|PANAL|MORENA|PES|PAN_MC|PRI_PVEM_PANAL|PRI_PVEM|PRI_PANAL|PVEM_PANAL|PT_MORENA_PES|PT_MORENA|PT_PES|MORENA_PES|CNR|NULOS|TOTAL|MVD|MSR|JEZC|JJDM|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
31|4|437|B|1|0|1|481|50|1|0||2|Estrato 2|46|146|106|1|1|5|3|0|60|4|4|6|2|0|0|3|1|0|2|1|9|354|153|115|1|75|2018|7|1|21|36|12|1|N
31|4|440|B|1|0|1|733|50|5|346|Estrato 346|7|Estrato 7|43|181|116|0|2|11|1|2|92|3|3|0|1|0|0|3|2|0|0|0|8|425|185|121|0|111|2018|7|1|21|48|48|1|N
31|4|447|C|1|0|1|552|50|1|341|Estrato 341|2|Estrato 2|45|152|116|2|0|6|1|2|2|3|4|2|6|0|0|3|2|0|0|0|7|308|157|126|2|16|2018|7|1|23|4|18|1|N
31|4|491|B|1|0|1|577|50|1|341|Estrato 341|2|Estrato 2|45|119|126|10|4|2|0|1|94|3|3|0|10|0|0|1|1|0|0|0|10|384|122|141|10|101|2018|7|1|22|28|18|1|N
31|4|495|C|1|0|1|558|50|1|0||2|Estrato 2|62|173|90|7|2|8|4|3|111|5|3|2|6|1|0|1|0|0|0|0|4|420|180|104|7|125|2018|7|1|22|32|56|1|N
31|4|505|C|1|0|1|446|50|1|0||2|Estrato 2|69|111|88|3|2|6|4|0|77|4|2|1|5|0|0|5|2|0|2|0|8|320|117|96|3|96|2018|7|1|19|33|2|1|N
31|4|508|C|1|0|1|627|50|1|0||2|Estrato 2|97|165|102|5|2|8|1|2|107|3|2|2|3|1|0|4|0|0|0|0|11|418|168|112|5|122|2018|7|1|22|47|6|1|N
31|4|528|C|1|0|1|745|50|1|0||2|Estrato 2|66|218|164|4|1|5|2|5|105|3|5|4|1|0|0|5|1|0|2|0|9|534|225|175|4|121|2018|7|1|22|51|32|1|N
31|4|536|B|1|0|1|504|50|1|0||2|Estrato 2|70|115|95|7|0|4|1|4|89|1|0|1|2|4|0|2|1|0|1|0|9|336|116|106|7|98|2018|7|1|20|51|46|1|N
31|4|570|C|2|0|1|689|50|1|0||2|Estrato 2|80|138|105|4|3|7|3|9|85|2|2|1|2|1|0|4|3|0|1|1|11|382|143|121|4|102|2018|7|1|22|21|46|1|N
31|4|637|C|1|0|1|744|50|4|0||7|Estrato 7|134|193|122|8|5|17|9|1|120|9|3|0|3|1|0|4|0|0|0|0|10|505|205|132|8|150|2018|7|1|21|22|42|1|N
31|4|639|C|5|0|2|728|50|4|346|Estrato 346|7|Estrato 7|137|244|104|2|1|7|5|1|96|7|2|0|0|3|0|3|1|0|0|0|3|479|251|109|2|114|2018|7|1|23|15|56|1|N
31|4|641|C|4|0|1|619|50|4|346|Estrato 346|7|Estrato 7|132|214|114|8|1|4|3|1|84|2|3|0|4|0|0|1|3|0|0|0|6|448|220|120|8|94|2018|7|1|20|30|24|1|N
31|4|642|C|3|0|2|691|50|4|0||7|Estrato 7|129|227|113|3|6|6|3|2|74|2|4|2|1|0|0|0|0|0|1|0|12|456|234|124|3|83|2018|7|1|21|24|33|1|N
31|4|643|C|1|0|2|598|50|4|0||7|Estrato 7|128|216|126|2|3|8|4|2|59|1|1|1|3|0|0|1|0|0|1|0|16|444|221|135|2|70|2018|7|1|22|14|46|1|N
31|4|643|E|1|0|2|623|50|4|0||7|Estrato 7|127|222|105|2|1|5|3|3|107|3|5|1|0|0|0|5|0|0|0|0|5|467|230|110|2|120|2018|7|1|23|24|26|1|N
31|4|643|E|1|1|2|623|50|4|0||7|Estrato 7|127|204|120|6|1|2|5|0|124|3|11|1|0|1|0|2|1|1|0|0|5|487|220|123|6|133|2018|7|1|23|29|20|1|N
31|4|1060|C|1|0|1|532|50|4|0||7|Estrato 7|96|177|101|2|1|4|2|0|99|4|1|0|1|0|0|0|0|0|0|0|5|397|180|103|2|107|2018|7|1|19|32|18|1|N
31|4|1065|C|1|0|1|453|50|4|346|Estrato 346|7|Estrato 7|95|152|59|4|0|2|3|2|91|2|5|2|0|1|0|2|0|0|1|0|9|335|160|64|4|98|2018|7|1|21|8|7|1|N
31|4|1067|B|1|0|1|424|50|4|0||7|Estrato 7|95|143|62|4|1|4|4|1|76|2|4|1|2|0|0|3|0|0|0|0|1|308|151|67|4|85|2018|7|1|20|40|0|1|N
31|5|169|B|1|0|2|475|37|14|0||6|Estrato 6|55|159|152|1|0|2|1|25|13|0|1|0|1|0|0|0|0|0|0|0|4|359|161|178|1|15|2018|7|1|23|46|54|1|N
31|5|234|C|1|0|2|514|46|13|340|Estrato 340|1|Estrato 1|69|181|195|6|0|4|1|1|50|1|1|0|0|0|0|0|0|0|0|6|8|454|183|196|6|55|2018|7|1|22|44|1|1|N
31|5|252|C|1|0|2|474|49|14|0||6|Estrato 6|60|269|173|0|0|1|0|0|13|1|1|0|0|0|0|0|0|0|0|0|3|461|270|173|0|15|2018|7|1|22|58|31|1|N
31|5|692|C|1|0|2|572|55|13|340|Estrato 340|1|Estrato 1|32|149|93|0|1|4|6|0|121|0|2|0|1|0|0|0|3|0|0|0|11|391|157|95|0|128|2018|7|1|21|6|48|1|N
31|5|702|B|1|0|1|657|56|12|0||1|Estrato 1|91|206|120|56|13|16|5|1|46|0|4|0|3|0|0|0|1|0|1|0|20|492|215|137|56|64|2018|7|1|22|30|16|1|N
31|5|703|B|1|0|2|628|56|12|340|Estrato 340|1|Estrato 1|92|198|85|48|9|12|4|2|40|1|1|0|1|0|0|1|0|0|0|0|24|426|203|97|48|54|2018|7|1|21|58|59|1|N
31|5|708|B|1|0|3|220|56|12|0||1|Estrato 1|103|46|98|31|1|1|0|0|4|0|0|3|1|1|0|2|2|0|0|0|7|197|46|104|31|9|2018|7|1|19|33|29|1|N
31|5|716|B|1|0|2|547|58|12|0||1|Estrato 1|123|106|144|1|50|6|2|4|120|0|1|0|0|0|0|0|0|0|1|2|15|452|109|198|1|127|2018|7|1|20|39|0|1|N
31|5|814|E|1|0|3|663|76|14|0||6|Estrato 6|48|317|227|3|0|0|0|0|13|0|0|0|0|0|0|0|0|0|0|0|7|567|317|227|3|13|2018|7|1|23|51|59|1|N
31|5|827|B|1|0|1|569|79|12|0||1|Estrato 1|106|145|125|18|12|6|3|3|61|0|2|0|0|0|0|0|2|0|0|0|7|384|150|140|18|69|2018|7|1|21|49|58|1|N
31|5|834|B|1|0|1|471|79|12|0||1|Estrato 1|105|136|138|12|5|5|7|3|71|0|3|1|2|0|0|1|0|0|0|0|9|393|146|149|12|77|2018|7|1|22|42|18|1|N
31|5|892|C|1|0|1|583|89|13|0||1|Estrato 1|76|175|147|4|4|12|5|2|64|1|2|0|1|0|0|0|0|0|0|0|14|431|182|154|4|77|2018|7|1|21|35|29|1|N
31|5|922|B|1|0|1|491|94|12|0||1|Estrato 1|116|97|247|76|1|1|1|0|21|0|0|0|0|0|0|0|1|0|0|0|2|447|98|248|76|23|2018|7|1|20|33|25|1|N
31|5|992|C|1|0|1|470|101|8|0||5|Estrato 5|6|113|69|5|5|3|3|3|82|2|0|0|1|0|0|0|0|0|1|0|6|293|116|78|5|88|2018|7|1|22|25|38|1|N
31|5|993|B|1|0|1|537|101|8|0||5|Estrato 5|6|134|108|5|12|2|5|1|96|1|2|0|1|0|0|0|2|0|0|0|16|385|141|122|5|101|2018|7|1|22|28|45|1|N
31|5|995|C|1|0|1|612|101|8|0||5|Estrato 5|7|153|183|4|15|4|1|2|66|2|3|0|1|2|0|1|0|0|0|0|8|445|157|203|4|73|2018|7|1|22|30|51|1|N
31|5|998|C|3|0|1|675|101|8|344|Estrato 344|5|Estrato 5|10|166|174|5|17|7|1|3|80|5|0|1|3|0|0|1|0|0|2|0|12|477|167|198|5|95|2018|7|1|23|16|35|1|N
